Date,sigma_gjr,target_sigma
2018-02-02,0.19769110385741656,0.2096024356847353
2018-02-05,0.22545733117345465,0.22058357866866415
2018-02-06,0.23963757964953109,0.2668485816836949
2018-02-07,0.36377380683748844,0.2742589080644212
2018-02-08,0.3726238929538226,0.28566430698708545
2018-02-09,0.40682516344917696,0.2917295571693594
2018-02-12,0.34529832450376147,0.32846883904112034
2018-02-13,0.3493133579313132,0.32831085229061674
2018-02-14,0.3136024547998081,0.33662994138849495
2018-02-15,0.3344235793125868,0.3527900496999498
2018-02-16,0.35502076483020195,0.35273351395028785
2018-02-20,0.29539909706921263,0.3526431968392453
2018-02-21,0.24626559786912802,0.35200538946057536
2018-02-22,0.22415857620726007,0.35359946390829927
2018-02-23,0.20496564624079586,0.3545982902469036
2018-02-26,0.21252096559247274,0.3537236441211485
2018-02-27,0.22184261040345535,0.3542510206360839
2018-02-28,0.19879335898644213,0.3446365579883555
2018-03-01,0.18221247497597823,0.3508161649645675
2018-03-02,0.2319647706172162,0.3511566618635313
2018-03-05,0.21966176653840924,0.35116216377506954
2018-03-06,0.20830664978503494,0.3073129800505285
2018-03-07,0.19581010522305708,0.29223233441923335
2018-03-08,0.19741910438676094,0.2634567396754605
2018-03-09,0.19134093174810787,0.2495581052057
2018-03-12,0.19091287656296102,0.2172089906879733
2018-03-13,0.18503726872687945,0.2246326368173948
2018-03-14,0.1907252191216401,0.19604230365961164
2018-03-15,0.19190464148901917,0.1952569969198929
2018-03-16,0.18513190188444367,0.18967403351088333
2018-03-19,0.17931628432735558,0.16552015590818073
2018-03-20,0.20584361846551208,0.16496882849912153
2018-03-21,0.1950194442661744,0.18395089083552574
2018-03-22,0.2510768047286889,0.1898241189213495
2018-03-23,0.2568176707046799,0.20241991094154888
2018-03-26,0.29891110341848237,0.2557119310736008
2018-03-27,0.3107510777476702,0.25876207164934695
2018-03-28,0.3596378550299955,0.26031804436029643
2018-03-29,0.3351067246988664,0.263092508451263
2018-04-02,0.2948606756296501,0.2579734991275069
2018-04-03,0.2644465569016802,0.25971550563462453
2018-04-04,0.2378512420326336,0.26929873636857904
2018-04-05,0.22778959930788648,0.2708446577201805
2018-04-06,0.21149896622990974,0.2830453916909879
2018-04-09,0.28786180587132526,0.2825089483838409
2018-04-10,0.2604160930374041,0.28391754549739284
2018-04-11,0.24404607909249557,0.28096660334971807
2018-04-12,0.22564017158075605,0.2827946716663716
2018-04-13,0.21384125005232132,0.28210689647460224
2018-04-16,0.19975987850294794,0.2831361145440176
2018-04-17,0.19079423482786864,0.2872551439842188
2018-04-18,0.1883573031979205,0.281902285898041
2018-04-19,0.18273482644971906,0.2998130531802068
2018-04-20,0.28768587644384136,0.32371439371450483
2018-04-23,0.451383970924771,0.3204938945565266
2018-04-24,0.3745041613721603,0.31379345739854564
2018-04-25,0.3437828799659322,0.2644357217607126
2018-04-26,0.29732495969372863,0.25094510822348537
2018-04-27,0.2587611443883748,0.2512141325849572
2018-04-30,0.2512218939625716,0.2581721705749223
2018-05-01,0.2371295116224711,0.26975660501235654
2018-05-02,0.23580975905791468,0.30622687098408063
2018-05-03,0.26415264181522863,0.3001577793161865
2018-05-04,0.23450915207675946,0.32620033703681195
2018-05-07,0.27306140802129547,0.3090054826738828
2018-05-08,0.2442812729109391,0.3083987856179512
2018-05-09,0.22694641094126483,0.3041783529166178
2018-05-10,0.2117680785461076,0.30463194737420113
2018-05-11,0.20849855369895912,0.30536553988809356
2018-05-14,0.19830840789693588,0.3061477771784871
2018-05-15,0.19172710769489607,0.3091635471291821
2018-05-16,0.19754810470134304,0.3076228108032301
2018-05-17,0.18980524768861617,0.30878937243159976
2018-05-18,0.18724717066731375,0.2882676841318755
2018-05-21,0.18537080741305711,0.23578922736779948
2018-05-22,0.18011199213385276,0.2356042299780592
2018-05-23,0.1770137821827482,0.2239505126080191
2018-05-24,0.17312628628323876,0.2255859622261555
2018-05-25,0.16926253275765327,0.22584717898100326
2018-05-29,0.16534887111552288,0.21922023736083404
2018-05-30,0.16402923512702025,0.2177889132820078
2018-05-31,0.16007479161145402,0.21124001524310218
2018-06-01,0.1582340570474857,0.16695719066095038
2018-06-04,0.1631286192422084,0.1675350032724282
