,Asset1,Asset2,Asset3
Asset1,1.240789572388442,-0.8125500057328021,-0.39916462723360924
Asset2,-0.8125500057328023,1.172700235414518,-0.13842671683360602
Asset3,-0.39916462723360924,-0.13842671683360605,0.5753209812519291
